word,occurrences,avg_attention,avg_bias_drop,avg_anger_drop,avg_disgust_drop,avg_fear_drop,avg_joy_drop,avg_optimism_drop,avg_sadness_drop,avg_neutral_drop
into,7,1.0,0.0016899140817778452,0.005934374673025948,0.003687686153820583,0.011463143995829992,0.004193061164447239,-0.001718261412211827,-0.001465730369091034,-0.006728129727499825
time,7,1.0,0.000720658472606114,-0.004108624798910958,-0.0027133779866354807,-0.006716994302613395,0.0037580611450331552,0.0068396202155521935,-0.009998983570507594,0.0009366784776960101
want,7,1.0,0.00018424434321267263,-0.009466013738087245,0.005554514271872384,0.015714157904897417,0.005213653934853417,0.027253044503075734,-0.0008472406438418797,-0.006545735257012504
prime,7,1.0,-0.0007327912109238761,-0.01944831439426967,-0.018510771649224416,-0.012402057647705078,-0.001944372962628092,-0.0028129986354282926,0.0027519954102379935,0.009073934384754725
don,7,1.0,-0.0007805728486606053,0.004876375198364258,0.013658306428364344,0.01807002510343279,0.0036948280675070627,-0.006100831287247794,-0.014419854751655034,-0.011582544871738978
pro,7,1.0,-0.0020236681614603314,-0.02645498514175415,-0.03212429370198931,-0.029683873057365417,0.005087706127337047,0.007011624319212777,-0.02598475877727781,0.04901154977934701
work,7,1.0,-0.0062198809215000695,-0.011345420564923967,-0.011511866535459245,-0.009733825922012329,-0.005614902291979108,0.01639732505593981,0.005868820207459586,0.008448592254093714
groups,7,1.0,-0.0069584303668567115,-0.039982808487755914,-0.03728973865509033,-0.05534067962850843,-0.029939902680260793,-0.011794405324118478,-0.041829119835581095,0.06363049575260707
far,7,1.0,-0.007921975638185228,-0.06549008403505598,-0.07312179463250297,0.0008957896913800921,-0.018803757216249193,-0.007997825741767883,-0.022864951619080136,0.08549888219152178
why,7,1.0,-0.013105196612221854,0.014052523033959525,-0.014154983418328422,0.004665498222623553,0.004169202276638576,0.018667101860046387,0.012863906366484506,-0.010786391794681549
tax,7,1.0,-0.021486455840723857,0.02414565852710179,-0.004767549889428275,0.009641157729285104,0.05192645852054868,-0.03027938519205366,-0.026443889630692347,-0.028901913336345127
wednesday,7,1.0,-0.02564392238855362,-0.013607744659696306,0.0038589281695229666,-0.005230360797473362,0.0042649417051247186,0.012608711208615984,0.008172011801174708,0.004838466644287109
case,7,1.0,-0.0348965802362987,-0.018237709999084473,-0.01285117438861302,-0.028884606701987132,0.001244396503482546,-0.000954176698412214,-0.0039000947560582843,0.028979610119547163
recently,7,1.0,-0.040416840996061056,-0.0015711507626942226,-0.006590217351913452,-0.009763436658041818,-0.0038249072219644275,-0.0071099549531936646,-0.00596706782068525,0.012818877186094011
movement,7,1.0,-0.07244852078812462,0.01763858539717538,-0.004938036203384399,-6.256358964102609e-05,0.0006585440465382167,0.006574385932513646,0.017855214221136912,-0.00916291560445513
breitbart,6,1.0,0.1308123543858528,0.0027980878949165344,-0.012483457724253336,-0.027471671501795452,-0.016251662125190098,0.015394168595472971,-0.030250076204538345,0.0025487542152404785
bill,6,1.0,0.04367751131455103,0.02150737742582957,0.005460004011789958,0.020101261635621388,0.010433080916603407,0.0060652320583661394,-0.006954565644264221,-0.014416411519050598
college,6,1.0,0.041401022424300514,-0.02487616737683614,-0.005620171626408895,-0.004363040129343669,-0.008113962908585867,-0.0056407637894153595,-0.012174048771460852,0.015882680813471477
joe,6,1.0,0.038487449288368225,-0.007141446073849996,0.008931909998257955,-0.01748204231262207,-0.010407821585734686,-0.010216005146503448,-0.031501539051532745,0.020150298873583477
idea,6,1.0,0.025203595558802288,-0.045704394578933716,-0.05889907975991567,-0.03535051395495733,0.011473704129457474,0.008584335446357727,-0.028253301978111267,0.05629319449265798
putin,6,1.0,0.01598542183637619,0.024194076657295227,-0.026747713486353557,0.004806141058603923,-0.00433499738574028,0.012840844690799713,-0.013654777159293493,0.00402940313021342
wing,6,1.0,0.007951716581980387,0.010294655958811441,0.01971818506717682,0.006899192929267883,-0.0050147585570812225,-0.014101835588614145,-0.003201985110839208,-0.020658100644747417
only,6,1.0,0.0051468585928281145,0.00873859723409017,-0.0041483740011851,-0.0015375266472498577,-0.007238051543633143,0.006889417767524719,-0.0014933720231056213,-0.008730555574099222
government,6,1.0,0.003784066687027613,0.018608957529067993,0.012905031442642212,0.009953836599985758,-0.00232610230644544,-0.00971497098604838,-0.03132864087820053,-0.004270508885383606
taken,6,1.0,0.002651117742061615,0.025497078895568848,0.015217574934164682,0.005896233022212982,0.003998264049490293,0.008566794296105703,0.005632467567920685,-0.011606847246487936
leaders,6,1.0,0.0018983321885267894,0.01848866542180379,0.027815431356430054,0.017548749844233196,-0.018945043285687763,-0.002918556332588196,0.01126696914434433,-0.039612382650375366
thursday,6,1.0,0.0018655223151048024,-0.018917779127756756,0.013024737437566122,0.0045606667796770734,0.009801550457874933,0.04389467338720957,0.05177332709232966,-0.009057492017745972
lawmakers,6,1.0,0.0015419659515221913,0.021241729458173115,0.010284011562665304,-0.01002124696969986,-0.013144738351305326,0.006619123121102651,-0.02291360745827357,0.02799018720785777
today,6,1.0,0.0010145654280980427,-0.013028105099995932,-0.01646396021048228,-0.025958627462387085,0.0031679843862851462,0.009680223961671194,0.005822028964757919,-0.004403149088223775
experts,6,1.0,0.0008813465634981791,-0.02383125325043996,-0.016191865007082622,0.0038672536611557007,0.009925190980235735,-0.0009761253992716471,-0.016999495526154835,0.02600419521331787
did,6,1.0,0.0007983222603797913,-0.0019723003109296164,-0.011240782837073008,0.013320177793502808,0.005018934607505798,0.011745557188987732,0.0018779921034971874,0.010452223320802053
between,6,1.0,-7.87427028020223e-05,0.0017544577519098918,0.0012052357196807861,-0.011476613581180573,-0.024219026168187458,-0.024727222820123036,-0.018191400915384293,0.013243253032366434
sports,6,1.0,-0.0007703105608622233,0.0009159445762634277,0.02691657841205597,-0.02309586356083552,-0.032407416651646294,-0.014235501488049826,-0.023690655827522278,0.022914066910743713
immigration,6,1.0,-0.0012337292234102886,-0.009050920605659485,0.009861494104067484,-0.024002037942409515,0.006210771078864734,0.0046576038002967834,-0.0029505143562952676,0.0019393314917882283
